srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
2885544,C,2,110018,233,233,228,A,ADLD,122003,28-05-2017,24-11-2016,19-02-2018,4094,23-02-2018,1.52E+01
2897295,AN,22,400104,233,233,131,A,ADLD,400064,24-03-2017,23-03-2017,22-02-2018,4581,07-03-2018,1.25E+01
2949791,AJ,2,110018,233,233,228,A,ADLD,110029,01-06-2017,28-05-2017,07-03-2018,4388,13-03-2018,1.22E+01
2908160,AN,21,110015,233,233,131,B,ADLD,180001,07-08-2017,02-08-2017,26-02-2018,4580,09-03-2018,1.10E+01
2884689,AN,21,110015,233,233,131,B,ADLD,282006,18-12-2017,08-08-2017,19-02-2018,4580,19-03-2018,1.22E+01
2995093,AN,22,400104,308,233,228,A,ADLD,400078,27-02-2018,14-02-2018,19-03-2018,4581,22-03-2018,1.05E+01
2938358,J,2,110018,233,233,131,A,ADLD,201301,26-02-2018,20-02-2018,04-03-2018,4154,08-03-2018,1.32E+01
2957114,AJ,2,110018,233,233,228,A,ADLD,110058,13-02-2018,24-10-2017,08-03-2018,4388,27-03-2018,1.21E+01
2970736,L,2,110018,233,233,131,B,ADLD,160030,29-09-2017,24-09-2017,12-03-2018,4442,15-03-2018,1.21E+01
3030083,C,11,641012,233,233,131,A,ADLD,641022,14-12-2017,07-12-2017,28-03-2018,4492,31-03-2018,1.24E+01
3053123,C,2,110018,233,233,131,A,ADLD,201014,19-01-2018,26-08-2016,04-04-2018,4091,07-04-2018,1.26E+01
3085831,AN,21,110015,233,233,131,A,ADLD,110034,07-02-2018,06-02-2018,15-04-2018,4580,18-04-2018,9.49E+00
3080561,AJ,25,560037,233,233,228,A,ADLD,560066,25-03-2018,07-01-2018,13-04-2018,4460,19-04-2018,1.07E+01
3003740,AI,23,400001,233,245,131,B,ADLD,395005,03-11-2017,02-11-2017,21-03-2018,4398,29-03-2018,1.23E+01
2930612,AJ,6,160059,233,233,131,C,ADLD,141013,18-01-2018,16-10-2017,02-03-2018,4437,10-03-2018,1.22E+01
3006065,AN,21,110015,233,233,131,A,ADLD,110093,05-06-2017,30-05-2017,22-03-2018,4580,01-04-2018,1.05E+01
3058134,C,2,110018,233,233,228,A,ADLD,110017,17-03-2018,31-08-2017,05-04-2018,4091,15-04-2018,1.19E+01
2987334,S,4,600024,233,233,131,A,ADLD,600043,11-12-2017,17-10-2017,16-03-2018,4485,20-03-2018,1.26E+01
2999954,C,8,700064,233,233,131,A,ADLD,700027,14-11-2017,11-11-2017,20-03-2018,4511,22-03-2018,1.26E+01
2884838,AN,7,500004,233,233,131,A,ADLD,500081,20-01-2018,07-06-2017,19-02-2018,4403,23-02-2018,1.33E+01
3070143,C,7,500004,233,233,228,A,ADLD,500081,02-02-2018,31-01-2018,10-04-2018,4477,14-04-2018,1.06E+01
3022397,AD,2,110018,233,233,228,A,ADLD,121001,28-02-2018,05-10-2016,26-03-2018,4148,17-04-2018,1.25E+01
3025645,AJ,27,110034,233,233,228,A,ADLD,121005,10-03-2018,07-03-2018,27-03-2018,4388,05-04-2018,1.29E+01
2825206,AA,21,110015,233,233,228,A,ADLD,110075,23-07-2017,29-01-2018,31-01-2018,4580,05-02-2018,1.31E+01
2861932,AN,22,400104,233,233,131,A,ADLD,400067,03-11-2017,02-11-2017,12-02-2018,4581,16-02-2018,1.34E+01
3060469,AJ,25,560037,233,233,131,A,ADLD,560050,06-09-2017,06-09-2017,06-04-2018,4460,12-04-2018,1.32E+01
2872663,AJ,6,160059,233,233,131,C,ADLD,143001,02-05-2017,26-05-2016,15-02-2018,4437,17-02-2018,1.39E+01
2872663,AJ,6,160059,233,233,131,C,ADLD,143001,02-05-2017,03-05-2016,15-02-2018,4437,17-02-2018,1.59E+01
2949697,AJ,2,110018,233,233,228,B,ADLD,132103,08-02-2018,06-08-2017,07-03-2018,4388,08-03-2018,1.43E+01
2951181,AN,21,110015,233,233,131,A,ADLD,226001,10-05-2017,09-05-2017,07-03-2018,4580,12-03-2018,1.37E+01
2865460,AE,2,110018,233,233,131,A,ADLD,110030,28-02-2017,28-02-2017,13-02-2018,4093,26-02-2018,1.50E+01
3074080,AN,21,110015,233,233,131,A,ADLD,122018,22-04-2017,21-04-2017,11-04-2018,4580,17-04-2018,9.85E+00
2866420,C,5,380009,233,233,131,A,ADLD,380004,19-01-2018,17-01-2018,13-02-2018,4546,16-02-2018,1.43E+01
2967568,C,5,380009,233,233,131,A,ADLD,380004,10-07-2017,11-03-2017,10-03-2018,4546,13-03-2018,1.31E+01
2822670,AJ,9,411016,233,233,131,A,ADLD,411023,14-06-2017,12-06-2017,31-01-2018,4021,06-02-2018,1.64E+01
2839919,AD,9,411016,233,233,228,A,ADLD,411014,22-08-2017,26-07-2017,05-02-2018,4030,06-02-2018,1.59E+01
2858197,AJ,2,110018,233,233,131,A,ADLD,110018,11-09-2017,09-06-2017,10-02-2018,4388,17-02-2018,1.38E+01
2851271,AN,21,110015,233,233,131,A,ADLD,201009,02-05-2017,19-04-2017,08-02-2018,4580,16-02-2018,1.31E+01
2883327,AN,2,110018,233,233,131,A,ADLD,110088,10-04-2017,07-04-2017,18-02-2018,4147,24-02-2018,1.47E+01
2819467,AJ,2,110018,233,233,131,A,ADLD,201301,07-08-2017,25-05-2017,30-01-2018,4388,07-02-2018,1.45E+01
2819467,D,2,110018,233,233,131,A,ADLD,201301,07-08-2017,25-11-2016,30-01-2018,4388,07-02-2018,1.58E+01
2893006,AJ,2,110018,233,233,228,A,ADLD,110065,22-01-2018,08-02-2017,21-02-2018,4388,04-03-2018,1.38E+01
2921148,AJ,1,400059,233,233,131,A,ADLD,401208,15-03-2017,15-03-2017,27-02-2018,4398,01-03-2018,1.54E+01
2898414,AJ,1,400059,233,233,131,B,ADLD,403711,24-01-2018,17-04-2017,22-02-2018,4398,26-02-2018,1.41E+01
2953951,AN,21,110015,233,233,131,A,ADLD,110018,20-04-2017,20-04-2017,08-03-2018,4580,17-03-2018,1.14E+01
2928638,C,3,560011,233,233,131,C,ADLD,591317,07-02-2018,19-11-2017,01-03-2018,4461,09-03-2018,1.39E+01
2999209,AN,21,110015,233,233,131,B,ADLD,201206,04-04-2017,28-03-2017,19-03-2018,4580,21-03-2018,1.14E+01
3002827,AN,17,800001,233,233,131,C,ADLD,834001,20-02-2018,15-02-2018,21-03-2018,4538,23-03-2018,1.24E+01
2987302,C,2,110018,233,233,131,A,ADLD,201306,13-12-2017,13-12-2017,16-03-2018,4091,18-03-2018,1.36E+01
2980478,AJ,17,800001,233,233,228,C,ADLD,828306,14-07-2017,13-04-2016,14-03-2018,4370,17-03-2018,1.58E+01
3042399,AJ,23,400001,233,233,131,A,ADLD,411037,23-08-2017,19-08-2017,31-03-2018,4398,03-04-2018,1.37E+01
3019622,AD,3,560011,233,233,228,A,ADLD,560034,13-06-2017,11-05-2017,26-03-2018,5146,01-04-2018,9.80E+00
3017268,AJ,27,110034,308,233,131,A,ADLD,110044,27-12-2017,16-12-2017,25-03-2018,4388,29-03-2018,1.21E+01
3048526,AN,8,700064,201,233,131,D,ADLD,742202,13-06-2017,18-05-2017,03-04-2018,4508,05-04-2018,1.18E+01
3043896,AJ,27,110034,233,233,131,A,ADLD,122017,04-07-2017,24-06-2017,31-03-2018,4388,05-04-2018,1.12E+01
3061094,AN,26,560066,233,233,228,A,ADLD,560103,11-03-2018,02-01-2018,06-04-2018,5001,09-04-2018,9.53E+00
3050016,AN,22,400104,233,233,131,B,ADLD,410210,13-09-2017,03-08-2017,03-04-2018,4581,07-04-2018,1.05E+01
2978616,AN,21,110015,233,233,131,A,ADLD,201304,10-01-2018,08-01-2018,14-03-2018,4580,28-03-2018,1.21E+01
3055893,AD,2,110018,233,233,228,A,ADLD,110044,13-07-2017,08-01-2017,05-04-2018,4148,15-04-2018,1.27E+01
3065642,C,6,160059,233,233,131,B,ADLD,151001,05-09-2017,26-12-2016,08-04-2018,4437,11-04-2018,1.09E+01
3065642,AJ,6,160059,233,233,131,B,ADLD,151001,05-09-2017,07-06-2017,08-04-2018,4437,11-04-2018,1.06E+01
3025875,K,1,400059,233,233,131,A,ADLD,641009,10-08-2017,29-07-2017,27-03-2018,4498,13-04-2018,1.16E+01
3008299,AJ,2,110018,233,245,131,A,ADLD,110092,23-10-2017,18-10-2017,22-03-2018,4388,24-03-2018,1.20E+01
2939037,AN,21,110015,233,233,131,B,ADLD,136118,21-12-2017,12-12-2017,04-03-2018,4580,07-03-2018,1.15E+01
3040038,AN,26,560066,233,233,131,A,ADLD,560067,24-02-2018,28-07-2016,30-03-2018,5001,16-04-2018,1.06E+01
3016539,AN,21,110015,233,233,131,B,ADLD,322001,28-06-2017,28-06-2017,25-03-2018,4580,27-03-2018,1.26E+01
3028370,S,24,110092,233,233,228,B,ADLD,412101,28-12-2017,09-07-2017,27-03-2018,4150,31-03-2018,1.44E+01
2847600,AJ,5,380009,233,245,131,A,ADLD,382424,04-05-2017,03-01-2017,07-02-2018,4422,13-02-2018,1.30E+01
2902293,AN,21,110015,233,233,131,A,ADLD,201310,18-08-2016,16-08-2016,23-02-2018,4580,27-02-2018,1.32E+01
2829320,AH,2,110018,233,233,228,B,ADLD,125005,25-12-2017,01-10-2017,01-02-2018,4145,25-02-2018,1.48E+01
2939295,AJ,4,600024,233,233,228,A,ADLD,600082,09-07-2017,29-05-2017,04-03-2018,4482,08-03-2018,1.27E+01
3009300,AN,22,400104,233,233,131,B,ADLD,482001,22-05-2017,19-05-2017,22-03-2018,4581,27-03-2018,1.18E+01
2870164,AN,22,400104,233,233,131,C,ADLD,413501,18-01-2018,16-01-2018,14-02-2018,4581,16-02-2018,1.31E+01
2862546,AN,8,700064,233,233,131,C,ADLD,751024,26-07-2017,22-07-2017,12-02-2018,4508,15-02-2018,1.43E+01
2993969,G,1,400059,233,233,131,A,ADLD,700069,18-10-2017,18-10-2017,18-03-2018,4504,20-03-2018,1.37E+01
3030267,AA,4,600024,233,233,228,B,ADLD,602105,01-06-2017,30-05-2017,28-03-2018,4485,30-03-2018,1.24E+01
2865691,Y,8,700064,201,233,131,D,ADLD,742225,23-01-2018,15-12-2017,13-02-2018,4508,21-02-2018,1.67E+01
2983391,C,2,110018,308,233,228,A,ADLD,122001,16-02-2018,24-11-2016,15-03-2018,4091,28-03-2018,1.27E+01
3011421,J,2,110018,233,233,131,B,ADLD,160020,06-11-2017,28-10-2017,23-03-2018,4442,28-03-2018,1.19E+01
2858132,AN,8,700064,233,233,131,C,ADLD,751019,06-11-2017,04-11-2017,10-02-2018,4508,13-02-2018,1.44E+01
2875296,AA,2,110018,233,233,228,A,ADLD,201304,26-12-2017,09-01-2016,15-02-2018,4150,19-02-2018,1.52E+01
2860443,AA,1,400059,233,233,131,A,ADLD,400607,17-10-2017,17-10-2017,10-02-2018,4012,14-02-2018,1.59E+01
2867249,AN,21,110015,233,233,131,B,ADLD,122107,21-08-2017,13-04-2017,13-02-2018,4580,22-02-2018,1.29E+01
2926563,AN,7,500004,233,233,131,A,ADLD,500020,25-07-2017,21-07-2017,28-02-2018,4403,03-03-2018,1.44E+01
2930792,AN,21,110015,233,233,131,A,ADLD,110046,02-09-2017,27-08-2017,02-03-2018,4580,10-03-2018,1.35E+01
2894362,AF,4,600024,233,233,131,A,ADLD,600088,11-05-2016,09-05-2016,21-02-2018,4473,23-02-2018,1.65E+01
2953718,AJ,2,110018,233,233,228,A,ADLD,201014,11-05-2017,27-12-2016,08-03-2018,4388,09-03-2018,1.37E+01
3019625,AA,24,110092,233,233,131,C,ADLD,123021,27-02-2018,15-11-2017,26-03-2018,4150,01-04-2018,1.23E+01
3032073,AN,21,110015,233,233,131,A,ADLD,201301,16-06-2016,15-06-2016,28-03-2018,4580,31-03-2018,1.16E+01
3037470,AN,7,500004,233,233,131,A,ADLD,500011,18-10-2017,14-10-2017,30-03-2018,4403,04-04-2018,1.29E+01
2986766,W,1,400059,233,233,131,A,ADLD,400069,01-04-2017,20-03-2017,16-03-2018,4016,20-03-2018,1.43E+01
3039933,AJ,27,110034,233,233,131,A,ADLD,110096,20-09-2017,10-06-2017,30-03-2018,4388,04-04-2018,1.12E+01
3039933,AJ,27,110034,233,233,131,A,ADLD,110096,20-09-2017,10-08-2017,30-03-2018,4388,04-04-2018,1.12E+01
3068055,AJ,27,110034,233,233,131,A,ADLD,122007,06-03-2018,03-11-2017,09-04-2018,4388,10-04-2018,1.07E+01
3047030,S,24,110092,233,233,228,A,ADLD,201304,08-02-2018,30-03-2017,02-04-2018,4150,12-04-2018,1.29E+01
3052092,AN,21,110015,233,233,131,A,ADLD,110018,28-03-2018,20-03-2018,03-04-2018,4580,11-04-2018,9.62E+00
2843915,C,2,110018,233,245,228,A,ADLD,110029,22-01-2018,18-12-2016,06-02-2018,4091,15-02-2018,1.72E+01
2989408,AN,21,110015,308,233,131,A,ADLD,122002,05-06-2017,03-06-2017,16-03-2018,4580,23-03-2018,1.14E+01
3054440,AN,7,500004,233,233,131,A,ADLD,500038,25-10-2017,23-10-2017,04-04-2018,4403,20-04-2018,1.33E+01
2844465,AN,22,400104,233,233,131,B,ADLD,425001,05-03-2017,20-02-2017,06-02-2018,4581,13-02-2018,1.35E+01
2941622,C,3,560011,233,233,228,B,ADLD,590001,14-02-2018,01-02-2018,05-03-2018,4469,09-03-2018,1.24E+01
2972978,AN,22,400104,233,233,131,B,ADLD,361008,25-08-2017,29-07-2016,12-03-2018,4581,14-03-2018,1.21E+01
2937549,AA,24,110092,233,233,228,A,ADLD,121001,30-12-2017,02-08-2017,03-03-2018,4150,07-03-2018,1.33E+01
2957459,AN,26,560066,233,233,131,B,ADLD,581402,14-08-2017,02-08-2017,08-03-2018,5001,16-03-2018,1.04E+01
3049944,AJ,27,110034,233,245,228,A,ADLD,110043,09-09-2017,07-08-2017,03-04-2018,4388,15-04-2018,1.05E+01
2928392,AJ,23,400001,233,233,131,A,ADLD,400010,17-05-2017,03-05-2017,01-03-2018,4398,07-03-2018,1.28E+01
2851960,C,6,160059,233,233,131,C,ADLD,143001,21-10-2017,19-10-2017,08-02-2018,4549,12-02-2018,1.42E+01
3000257,AI,23,400001,233,233,131,B,ADLD,452002,30-11-2017,30-11-2017,20-03-2018,4398,26-03-2018,1.36E+01
2894173,AN,11,641012,201,201,131,0,ADLD,670002,02-02-2018,31-01-2018,21-02-2018,4495,13-03-2018,1.37E+01
3022082,Z,2,110018,233,233,131,A,ADLD,110085,14-12-2017,14-12-2017,26-03-2018,4405,28-03-2018,1.40E+01
3052963,C,5,380009,233,245,131,A,ADLD,380013,30-11-2017,28-11-2017,04-04-2018,4546,08-04-2018,1.15E+01
2866651,AN,21,110015,233,233,131,A,ADLD,201306,02-02-2018,26-01-2018,13-02-2018,4580,21-02-2018,1.37E+01
2880980,AJ,2,110018,233,233,131,A,ADLD,110044,15-01-2018,12-01-2018,17-02-2018,4388,22-02-2018,1.34E+01
3018382,AN,21,110015,308,233,131,A,ADLD,110086,18-11-2017,11-09-2017,25-03-2018,4580,31-03-2018,1.12E+01
2944199,I,1,400059,233,233,131,A,ADLD,641001,16-11-2017,16-11-2017,06-03-2018,4011,24-03-2018,1.57E+01
3045350,AN,7,500004,233,233,131,A,ADLD,500032,23-06-2016,21-05-2015,02-04-2018,4403,06-04-2018,1.31E+01
3058013,AN,21,110015,233,233,131,B,ADLD,181121,20-09-2016,16-09-2016,05-04-2018,4580,14-04-2018,1.03E+01
3011297,AI,23,400001,233,245,131,B,ADLD,390006,16-10-2017,14-10-2017,23-03-2018,4398,27-03-2018,1.23E+01
3057071,C,3,560011,233,245,228,A,ADLD,560078,17-07-2017,07-11-2016,05-04-2018,4469,09-04-2018,1.13E+01
2876024,AD,4,600024,233,233,131,B,ADLD,632602,05-07-2017,30-06-2017,16-02-2018,4488,23-02-2018,1.41E+01
2866461,AN,21,110015,233,233,131,B,ADLD,147001,14-03-2017,09-03-2017,13-02-2018,4580,19-02-2018,1.30E+01
2880281,AJ,11,641012,201,201,131,0,ADLD,679340,05-05-2017,24-04-2017,17-02-2018,4496,22-02-2018,1.49E+01
2858850,AN,21,110015,233,233,131,B,ADLD,127021,11-11-2016,07-11-2016,10-02-2018,4580,14-02-2018,1.33E+01
2994339,AN,22,400104,233,233,131,A,ADLD,411003,15-05-2017,13-05-2017,18-03-2018,4581,26-03-2018,1.17E+01
2992448,AN,7,500004,233,233,131,B,ADLD,530017,01-02-2018,07-06-2017,17-03-2018,4403,30-03-2018,1.17E+01
2984563,AN,22,400104,233,233,131,A,ADLD,421204,19-03-2017,16-03-2017,15-03-2018,4581,22-03-2018,1.18E+01
2943340,G,1,400059,233,233,228,B,ADLD,125005,11-01-2018,24-02-2016,05-03-2018,4011,07-03-2018,1.63E+01
2895937,AJ,3,560011,233,233,228,C,ADLD,574101,31-01-2018,07-11-2017,22-02-2018,4460,24-02-2018,1.41E+01
3044959,AN,7,500004,233,233,131,D,ADLD,509125,14-06-2017,12-06-2017,01-04-2018,4403,10-04-2018,1.14E+01
3052062,AI,3,560011,308,233,131,A,ADLD,560083,31-03-2018,31-03-2018,03-04-2018,4460,12-04-2018,1.10E+01
2862097,AJ,5,380009,233,245,131,A,ADLD,380051,14-02-2017,13-02-2017,12-02-2018,4422,21-02-2018,1.50E+01
3076947,AN,26,560066,233,233,228,A,ADLD,600091,04-03-2018,20-02-2018,12-04-2018,5001,14-04-2018,9.51E+00
2897282,AJ,4,600024,233,233,228,A,ADLD,600113,13-10-2017,30-08-2017,22-02-2018,4482,23-02-2018,1.40E+01
3038516,C,6,160059,233,233,131,B,ADLD,134203,04-05-2017,04-05-2017,30-03-2018,4549,04-04-2018,1.16E+01
2842992,AJ,2,110018,233,233,131,A,ADLD,201308,04-03-2017,04-03-2017,06-02-2018,4388,14-02-2018,1.40E+01
2907463,AJ,2,110018,233,233,131,A,ADLD,122001,29-05-2017,23-05-2017,26-02-2018,4388,03-03-2018,1.29E+01
2820292,AA,2,110018,233,233,228,A,ADLD,201304,07-06-2017,15-05-2017,30-01-2018,4150,03-02-2018,1.55E+01
2834028,AM,6,160059,233,233,131,C,ADLD,136135,19-07-2017,09-10-2016,03-02-2018,4435,06-02-2018,1.41E+01
2834028,AN,6,160059,233,233,131,C,ADLD,136135,19-07-2017,14-07-2017,03-02-2018,4435,06-02-2018,1.58E+01
2873907,AN,22,400104,233,233,131,A,ADLD,411008,24-04-2017,22-04-2017,15-02-2018,4581,17-02-2018,1.44E+01
2855526,AN,22,400104,233,233,131,A,ADLD,411041,22-05-2016,21-05-2016,09-02-2018,4581,18-02-2018,1.58E+01
2906338,AN,21,110015,233,233,131,B,ADLD,281001,09-11-2017,20-09-2017,25-02-2018,4580,27-02-2018,1.40E+01
2908052,AN,21,110015,233,233,228,A,ADLD,302019,24-01-2018,22-03-2017,26-02-2018,4580,01-03-2018,1.23E+01
2939371,AN,21,110015,201,233,131,D,ADLD,125053,18-09-2017,13-09-2017,05-03-2018,4580,09-03-2018,1.29E+01
2946716,AJ,12,302006,233,233,228,A,ADLD,302018,06-12-2017,31-05-2017,06-03-2018,4407,07-03-2018,1.35E+01
2948650,S,24,110092,233,233,131,0,ADLD,0,23-08-2017,04-01-2017,07-03-2018,4150,10-03-2018,1.31E+01
2948650,AN,24,110092,233,233,131,0,ADLD,0,23-08-2017,19-08-2017,07-03-2018,4150,10-03-2018,1.31E+01
2959949,AN,7,500004,233,233,131,D,ADLD,535270,07-01-2018,04-01-2018,09-03-2018,4403,13-03-2018,1.26E+01
2981186,AJ,6,160059,233,233,228,B,ADLD,140103,18-09-2017,04-01-2017,14-03-2018,4437,25-03-2018,1.19E+01
2980376,C,1,400059,233,233,131,B,ADLD,452010,25-11-2017,25-11-2017,14-03-2018,4545,17-03-2018,1.21E+01
3000691,AN,8,700064,233,233,131,A,ADLD,700089,29-08-2017,28-08-2017,20-03-2018,4508,24-03-2018,1.26E+01
3017538,AN,26,560066,308,233,131,A,ADLD,560048,12-06-2017,10-06-2017,25-03-2018,5001,28-03-2018,1.02E+01
3044052,AA,24,110092,233,233,228,A,ADLD,110041,06-03-2018,19-03-2017,01-04-2018,4150,03-04-2018,1.18E+01
3042722,AN,8,700064,233,233,228,A,ADLD,700089,02-02-2018,11-11-2017,31-03-2018,4508,08-04-2018,1.16E+01
3059597,AN,21,110015,308,233,131,A,ADLD,110086,26-06-2017,24-06-2017,06-04-2018,4580,09-04-2018,9.02E+00
3035695,AM,1,400059,233,233,131,A,ADLD,411039,07-07-2017,07-07-2017,29-03-2018,4018,05-04-2018,1.34E+01
3091001,AJ,27,110034,233,233,131,A,ADLD,110035,03-07-2017,26-06-2017,17-04-2018,4388,19-04-2018,1.16E+01
3064303,AN,26,560066,233,245,131,A,ADLD,560018,20-04-2017,19-04-2017,07-04-2018,5001,12-04-2018,9.74E+00
2838889,C,7,500004,233,233,131,B,ADLD,515001,25-11-2017,20-11-2017,04-02-2018,4477,14-02-2018,1.61E+01
2921129,AJ,2,110018,233,233,131,A,ADLD,121005,29-05-2017,02-05-2017,27-02-2018,4388,06-03-2018,1.29E+01
2969805,AM,2,110018,233,233,131,A,ADLD,121005,06-02-2018,06-02-2018,11-03-2018,4092,17-03-2018,1.32E+01
2960986,AN,21,110015,233,233,131,A,ADLD,121005,19-08-2017,10-08-2017,09-03-2018,4580,12-03-2018,1.25E+01
2960986,AN,21,110015,233,233,131,A,ADLD,121005,19-08-2017,09-08-2017,09-03-2018,4580,12-03-2018,1.14E+01
2854115,G,8,700064,233,233,131,A,ADLD,700067,11-12-2017,11-12-2017,09-02-2018,4505,12-02-2018,1.43E+01
2927752,AJ,7,500004,233,233,228,A,ADLD,500082,09-06-2017,04-05-2017,01-03-2018,4474,08-03-2018,1.26E+01
2970385,AN,22,400104,233,233,228,A,ADLD,421301,14-01-2018,17-07-2017,11-03-2018,4581,14-03-2018,1.19E+01
2966942,K,1,400059,233,233,131,C,ADLD,143001,08-06-2017,05-06-2017,10-03-2018,4008,13-03-2018,1.60E+01
2853549,C,6,160059,233,233,131,C,ADLD,141001,02-05-2017,19-04-2017,08-02-2018,4549,15-02-2018,1.32E+01
3003205,C,10,226010,233,233,228,B,ADLD,208020,30-04-2017,02-10-2016,21-03-2018,4547,26-03-2018,1.28E+01
2863151,AN,21,110015,233,233,131,A,ADLD,122001,07-07-2017,30-06-2017,12-02-2018,4580,14-02-2018,1.40E+01
2927492,AJ,1,400059,233,233,131,C,ADLD,421605,29-07-2017,22-07-2017,01-03-2018,4398,05-03-2018,1.29E+01
3068997,C,5,380009,233,233,131,B,ADLD,395010,29-04-2016,22-04-2016,09-04-2018,4546,11-04-2018,1.09E+01
2835440,AN,22,400104,233,233,131,A,ADLD,400081,18-10-2017,30-09-2017,03-02-2018,4581,12-02-2018,1.45E+01
2879534,C,2,110018,233,233,131,A,ADLD,110002,20-01-2018,20-11-2017,17-02-2018,4550,21-02-2018,1.30E+01
2876554,AN,7,500004,233,233,131,B,ADLD,530045,18-11-2017,29-09-2017,16-02-2018,4403,21-02-2018,1.43E+01
2904364,Y,17,800001,233,233,131,C,ADLD,841214,29-01-2018,08-12-2017,24-02-2018,4538,27-02-2018,1.42E+01
2994057,AJ,2,110018,233,233,131,A,ADLD,201011,02-05-2017,02-05-2017,18-03-2018,4388,20-03-2018,1.33E+01
2981244,AJ,8,700064,233,233,228,A,ADLD,700001,16-02-2018,16-02-2018,14-03-2018,4499,21-03-2018,1.33E+01
2970815,S,24,110092,233,233,131,A,ADLD,110092,21-02-2018,24-10-2017,12-03-2018,4150,14-03-2018,1.32E+01
3004006,AJ,23,400001,233,233,131,A,ADLD,400607,11-09-2017,07-01-2017,21-03-2018,4398,26-03-2018,1.35E+01
2930967,D,1,400059,233,233,131,B,ADLD,561203,27-03-2017,27-03-2017,02-03-2018,4401,05-03-2018,1.41E+01
3001468,D,1,400059,233,233,131,A,ADLD,711104,30-10-2017,24-10-2017,20-03-2018,4390,24-03-2018,1.31E+01
3054022,AJ,25,560037,233,233,131,A,ADLD,600028,18-08-2017,18-08-2017,04-04-2018,4460,09-04-2018,1.13E+01
3046863,AN,21,110015,233,233,131,A,ADLD,110019,05-06-2017,23-05-2017,02-04-2018,4580,13-04-2018,9.91E+00
3085258,AJ,27,110034,233,233,131,A,ADLD,201301,24-02-2018,21-05-2017,14-04-2018,4388,18-04-2018,1.08E+01
3062874,AJ,25,560037,233,245,131,0,ADLD,0,24-04-2017,08-10-2016,07-04-2018,4460,11-04-2018,1.04E+01
2939171,S,24,110092,233,233,131,B,ADLD,148001,19-05-2017,14-05-2017,04-03-2018,4150,12-03-2018,1.34E+01
2938090,C,2,110018,308,233,228,A,ADLD,122002,07-11-2017,03-11-2017,03-03-2018,4550,06-03-2018,1.07E+01
3011506,AI,7,500004,233,233,131,A,ADLD,500065,14-12-2017,14-12-2017,23-03-2018,4474,05-04-2018,1.16E+01
3073811,AN,21,110015,233,233,131,A,ADLD,110017,02-10-2017,01-10-2017,11-04-2018,4580,12-04-2018,9.86E+00
2876867,AN,8,700064,233,233,131,A,ADLD,700082,18-04-2017,17-04-2017,16-02-2018,4508,20-02-2018,1.52E+01
2931651,AN,22,400104,233,233,131,A,ADLD,380051,16-03-2017,15-03-2017,03-03-2018,4581,08-03-2018,1.20E+01
2906449,C,10,226010,233,233,131,B,ADLD,221010,31-12-2016,25-12-2016,25-02-2018,4547,02-03-2018,1.47E+01
3063505,AN,21,110015,233,245,131,A,ADLD,110001,10-07-2017,08-07-2017,07-04-2018,4580,10-04-2018,9.80E+00
3034848,AI,27,110034,233,233,131,B,ADLD,132103,13-11-2017,11-11-2017,29-03-2018,4388,08-04-2018,1.12E+01
2827286,AN,3,560011,233,233,131,A,ADLD,560037,18-08-2017,18-08-2017,01-02-2018,4467,01-02-2018,1.44E+01
3009836,AN,7,500004,233,233,131,A,ADLD,500035,29-06-2017,14-06-2017,23-03-2018,4403,29-03-2018,1.26E+01
3011585,AN,8,700064,233,233,131,C,ADLD,786171,12-04-2017,08-04-2017,23-03-2018,4508,27-03-2018,1.27E+01
2892055,AN,21,110015,233,233,131,C,ADLD,306401,20-04-2017,11-04-2017,21-02-2018,4580,03-03-2018,1.24E+01
2993568,AN,21,110015,233,233,131,A,ADLD,121004,22-06-2017,21-06-2017,18-03-2018,4580,21-03-2018,1.23E+01
3038938,AJ,6,160059,233,233,131,B,ADLD,160103,13-07-2017,11-07-2017,30-03-2018,4437,04-04-2018,1.22E+01
2833931,C,2,110018,233,233,131,A,ADLD,201014,29-11-2017,19-11-2017,03-02-2018,4094,06-02-2018,1.53E+01
2842506,AN,22,400104,233,233,131,B,ADLD,396191,23-09-2017,01-09-2017,05-02-2018,4581,09-02-2018,1.35E+01
2827558,AN,4,600024,233,233,131,A,ADLD,600099,22-08-2017,21-08-2017,01-02-2018,4490,20-02-2018,1.42E+01
2866136,AN,22,400104,233,233,131,A,ADLD,400002,17-04-2017,13-04-2017,13-02-2018,4581,24-02-2018,1.43E+01
2884872,AE,1,400059,233,233,131,A,ADLD,400081,16-04-2017,16-04-2017,19-02-2018,4015,23-02-2018,1.68E+01
2899712,AN,22,400104,233,233,131,A,ADLD,411001,30-06-2017,29-06-2017,23-02-2018,4581,26-02-2018,1.33E+01
2930379,C,9,411016,233,233,131,A,ADLD,412105,17-11-2017,17-11-2017,02-03-2018,4548,05-03-2018,1.32E+01
2949731,AI,8,700064,233,233,131,B,ADLD,734005,09-01-2018,09-01-2018,07-03-2018,4499,09-03-2018,1.26E+01
2953268,C,2,110018,233,233,131,A,ADLD,110025,09-04-2016,09-04-2016,07-03-2018,4094,12-03-2018,1.49E+01
